Start_Lng,Start_Lat
-124.548074,47.903611
-124.541015,48.350585
-124.539056,47.906787
-124.535726,48.348539
-124.531602,48.348341
-124.511949,42.817454
-124.49758500000002,42.760193
-124.497448,42.76927
-124.497414,42.745338
-124.497357,42.745033
-124.496657,42.773333
-124.494591,42.785098
-124.493147,42.79019
-124.489119,42.794421
-124.486308,42.799306
-124.486275,42.79937
-124.485966,42.801573
-124.484914,42.805618
-124.484797,42.740736
-124.483021,42.826413
-124.482434,42.810486
-124.481864,42.738207
-124.478722,42.833638
-124.478506,42.737273
-124.47837,42.835275
-124.477152,42.840061
-124.476527,42.841326
-124.475867,42.842652
-124.474383,42.846373
-124.474379,42.736495
-124.473825,42.736192
-124.473207,42.7357
-124.47319865167393,42.73571133593208
-124.472569,42.853126
-124.47167,42.855266
-124.470576,42.857993
-124.468337,42.873137
-124.46765,42.870179
-124.466617,42.720748
-124.466616,42.865127
-124.466596,42.725322
-124.46638,42.867448
-124.466294,42.722558
-124.465529,42.881565
-124.465157,42.71843300000001
-124.464401,42.718205
-124.462832,42.887585
-124.460181,42.712138
-124.458295,42.904123
-124.45826411187906,42.708009481226405
-124.457201,42.704063
-124.456592,42.909159
-124.45533799999998,42.911499
-124.45533,42.911497
-124.450821,42.918541
-124.450048,42.923253
-124.450033,42.923413
-124.449393,42.932579
-124.44781100000002,42.936095
-124.445113,42.942072
-124.444748,42.686714
-124.439141,42.953074
-124.436611,42.956226
-124.434527,42.959333
-124.433993,42.688273
-124.43397402704028,42.688268422876895
-124.433592,42.68797
-124.430507,42.433872
-124.430039,42.434902
-124.429653,42.96465900000001
-124.428923,42.429469
-124.428679,42.687179
-124.428488,42.687043
-124.426446,42.97175
-124.425865,42.44413
-124.425293,42.975084
-124.42527,42.428891
-124.423677,42.978077
-124.42344,42.449457
-124.423021,42.68432
-124.422848,42.388166
-124.422821,42.38825
-124.422726,42.395527
-124.422701,42.39572800000001
-124.422675,42.395915
-124.422274,42.390008
-124.422254,42.684318
-124.422172,42.391464
-124.422159,42.98517
-124.422063,42.33119
-124.421982,42.381866
-124.421699,42.381217
-124.421644,42.381094
-124.421291,42.454181
-124.420668,42.332248
-124.420578,42.409882
-124.420376,42.98969500000001
-124.420217,42.975161
-124.42009091317928,42.33267188052019
-124.42009,42.33267100000001
-124.419661,42.676879
-124.419629,42.430188
-124.419405,42.36924000000001
-124.419339,42.679184
-124.419189,42.368484
-124.419049,42.681553
-124.418769,42.993732
-124.418594,42.465133
-124.418594,42.465931
-124.418465,42.470298
-124.417716,42.344315
-124.417702,42.669033
-124.417684,42.344201
-124.417204,42.485142
-124.417129,42.347956
-124.416872,42.668045
-124.416871,42.998482
-124.416816,42.998642
-124.416433,42.334809
-124.416238,42.363281
-124.416169,42.334908
-124.415945,42.422639
-124.415757,42.318298
-124.415608,43.003742
-124.41557,43.00660300000001
-124.415461,43.03766
-124.415323,43.026683
-124.415318,43.025664
-124.415299,43.03407
-124.415272,43.067883
-124.415262,43.068445
-124.41526,43.032793
-124.415232,43.064358
-124.415231,43.06369
-124.415229,43.070719
-124.415227,42.490285
-124.415225,43.071808
-124.415224,43.06163
-124.415211,43.0758
-124.415196,43.085191
-124.41518700000002,43.019477
-124.415186,43.057719
-124.415185,43.019359
-124.415183,43.060011
-124.415181,43.053784
-124.415173,43.079372
-124.415166,43.018575
-124.415164,43.090891
-124.415149,43.08288
-124.41509,43.097379
-124.415081,43.015586
-124.415044,43.10454
-124.415031,43.106318
-124.415031,43.106414
-124.415008,43.113334
-124.414972,43.011122
-124.414742,42.360512
-124.41432,42.423372
-124.414277,43.047415
-124.414116,42.493052
-124.413637,42.340633
-124.41335,42.494955
-124.412831,42.340087
-124.41161513269228,42.66093134859722
-124.411615,42.660931
-124.411311,43.118902
-124.410434,42.502144
-124.410339,42.307282
-124.40989851892276,42.306557893551314
-124.409677,42.50460800000001
-124.409008,43.119106
-124.408313,42.644728
-124.406732,42.29362800000001
-124.406722,42.293618
-124.406569,42.312999
-124.405731,47.685741
-124.405406,42.290395
-124.405092,42.283479
-124.4048,42.280069
-124.404269,42.278076
-124.403488,47.96748
-124.403365,42.274742
-124.40176606118963,42.268770932949685
-124.401766,42.26877
-124.400837,42.265417
-124.399297,42.536056
-124.39916200000002,43.11916
-124.398976,42.595606
-124.398844,42.627218
-124.39872,43.119432
-124.398555,43.122045
-124.398497,42.256613
-124.398483,42.256586
-124.398408,43.122049
-124.397924,42.539031
-124.396569,42.616221
-124.39603686273384,42.54523158053137
-124.39597,43.143206
-124.395919,42.603458
-124.395908,42.60344600000001
-124.395674,43.144006
-124.395544,42.262156
-124.395475,43.148961
-124.395472,43.14632
-124.3939340108662,42.6134455201978
-124.393934,42.613445
-124.393767,42.58912700000001
-124.393293,43.156936
-124.392588,42.250414
-124.392375,42.23927
-124.39200282037548,42.242957353390494
-124.392002,42.242957
-124.391361,42.579635
-124.39086556375317,42.24220633486632
-124.390413,48.021107
-124.390079,43.118395
-124.389178,43.16046400000001
-124.388963,48.026635
-124.38796299999998,42.57283
-124.38784003198435,42.571452855860855
-124.38784,42.571452
-124.387656,48.029631
-124.386934,42.233854
-124.386733,43.16235800000001
-124.385547,42.232082
-124.385452,47.948952
-124.384986,42.230492
-124.384634,42.563605
-124.38462138116653,42.56359934786528
-124.384233,48.036286
-124.381757,43.32542
-124.380586,43.120688
-124.379386,42.248946
-124.37936425149736,42.248944043911706
-124.379364,42.248944
-124.379195,42.223886
-124.378826,43.168603
-124.3785059446126,42.223173379696725
-124.378392,43.121434
-124.376343,42.221795
-124.37584519326984,47.89477944351246
-124.37523799999998,42.21326
-124.374965,40.455681
-124.372486,43.173588
-124.37170386255085,43.33030343035064
-124.371072,43.174701
-124.36829209268394,42.194741964139006
-124.368292,42.194741
-124.367725,42.193722
-124.367629,40.466143
-124.366003,43.338779
-124.365716,42.231912
-124.36569571435751,42.23190665224918
-124.365695,42.231906
-124.365527,42.246112
-124.364564,43.12830200000001
-124.364154,43.339067
-124.363501,48.050164
-124.363368,43.339186
-124.361923,42.186668
-124.361393,43.182302
-124.360558,42.229627
-124.36054587304896,42.22961068133245
-124.360545,42.22961
-124.360382,43.183081
-124.360174,42.185114
-124.36006100000002,42.155008
-124.35981,42.152626
-124.35921100000002,42.166108
-124.358755,42.159389
-124.358372,42.179535
-124.358155,42.174832
-124.35814261377163,42.17482924441255
-124.357664,42.148955
-124.356935,43.339822
-124.354174,43.188006
-124.353771,43.1325
-124.352311,40.52770200000001
-124.351708,43.338348
-124.349977,43.338022
-124.349517,40.537563
